작성일,종목명,종목코드,제목,적정가격,현재가격,기대수익률,평가의견,작성자,작성기관,기업정보,첨부파일
2025-10-15,현대글로비스,086280, 입항 수수료 부과 우려 과도 입항 수수료 부과 우려 과도 미국 입항 수수료 이슈 점검 China Boost 실적 성장은 계속된다 ,"250,000",160300,55.96,Buy,김준성,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644129
2025-10-15,한미약품,128940, 3Q25 Pre 서서히 다가오는 임상 모멘텀 3Q25 Pre 서서히 다가오는 임상 모멘텀 3Q25 Preview 투자의견 Buy 적정주가 42만원 상향 ,"420,000",445500,-5.72,Buy,김준영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=128940&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644128
2025-10-15,하이브,352820, 성장을 위한 선제적 포석 성장을 위한 선제적 포석 3Q25 Preview 시장 컨센서스 하회 전망 성장을 위한 선제적 비용 투자 ,"370,000",292000,26.71,Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=352820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644127
2025-10-15,와이지엔터테인먼트,122870, 명불허전 명불허전 3Q25 Preview 시장 컨센서스 상회 전망 명불허전 Mega IP ,"130,000",60700,114.17,Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=122870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644123
2025-10-15,에스엠,041510, 꾸준한 본업 성장 꾸준한 본업 성장 3Q25 Preview 시장 컨센서스 부합 전망 꾸준한 본업 성장 ,"180,000",102000,76.47,Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=041510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644122
2025-10-15,KT&G,033780, KT G 탐방 Comment KT G 탐방 Comment 담배 부문 건기식 부문 부동산 부문 ,0,145600,,N/A,김정욱,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644119
2025-10-15,JYP Ent.,035900, JYP Ent 든든한 고연차 확장되는 IP 파이프라인 JYP Ent 든든한 고연차 확장되는 IP 파이프라인 3Q25 Preview 시장 컨센서스 부합 전망 든든한 고연차 확장되는 IP 파이프라인 ,"98,000",66300,47.81,Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035900&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644118
2025-10-15,클래시스,214150, 주가 하락 아쉽지만 계단식 성장 이상 무 주가 하락 아쉽지만 계단식 성장 이상 무 주가 하락 아쉽지만 계단식 성장 이상 무 ,"65,000",55300,17.54,Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=214150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644114
2025-10-15,삼성전자,005930, 4Q25 영업이익 12 9조원으로 추가 개선 전망 4Q25 영업이익 12 9조원으로 추가 개선 전망 4Q25 영업이익 12 9조원으로 추가 개선 전망 ,"110,000",94800,16.03,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644113
2025-10-14,KT&G,033780, KT G 3분기도 호실적 KT G 3분기도 호실적 3분기도 호실적 ,"180,000",145600,23.63,Buy,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644109
2025-10-14,LG에너지솔루션,373220, 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 3Q25 잠정실적 코멘트 기대와 우려가 공존하는 구간 ,"360,000",425500,-15.39,Buy,이용욱,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644108
2025-10-14,파라다이스,034230, 3분기 호실적 10월 중국인 VIP 이벤트 3분기 호실적 10월 중국인 VIP 이벤트 3분기 호실적 10월 중국인 VIP 이벤트 ,"26,000",18090,43.73,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034230&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644106
2025-10-14,산일전기,062040, 흔들릴 이유가 없다 흔들릴 이유가 없다 흔들릴 이유가 없다 ,"160,000",132300,20.94,Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644098
2025-10-14,LS ELECTRIC,010120, 2026년 구조적 성장 가시화 2026년 구조적 성장 가시화 2026년 구조적 성장 가시화 ,"360,000",441000,-18.37,Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644097
2025-10-14,효성중공업,298040, 여전히 확신의 영역 여전히 확신의 영역 여전히 확신의 영역 ,"1,860,000",1910000,-2.62,Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=298040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644096
2025-10-14,HD현대일렉트릭,267260, 프리미엄 정당화 시기 프리미엄 정당화 시기 프리미엄 정당화 시기 ,"770,000",751000,2.53,Buy,손현정,유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644095
2025-10-14,삼성전자,005930, 3Q25P 업사이클 훈풍 속 갤럭시 후광 3Q25P 업사이클 훈풍 속 갤럭시 후광 3Q25P 업사이클 훈풍 속 갤럭시 후광 ,0,94800,,투자의견없음,"김선우,우서현",메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644093
2025-10-14,디어유,376300, 천천히 나아가는 중 천천히 나아가는 중 천천히 나아가는 중 ,"53,000",31950,65.88,Buy,김민영,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=376300&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644087
2025-10-14,NAVER,035420, naver x dunamu on chain era naver x dunamu on chain era naver x dunamu on chain era ,"410,000",262500,56.19,Buy,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644084
2025-10-14,LG에너지솔루션,373220, 3Q25P 잠정실적 점검 3Q25P 잠정실적 점검 3Q25P 잠정실적 점검 ,0,425500,,투자의견없음,노우호,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644083
2025-10-14,삼성전자,005930, 3Q25P 기대 이상의 메모리 3Q25P 기대 이상의 메모리 3Q25P 기대 이상의 메모리 ,0,94800,,투자의견없음,한동희,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644075
2025-10-14,카카오,035720, 아직 남은 한 발 AI 아직 남은 한 발 AI 아직 남은 한 발 AI ,"87,000",58700,48.21,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644072
2025-10-14,NAVER,035420, AI 핀테크 커머스 모두 바쁨 AI 핀테크 커머스 모두 바쁨 AI 핀테크 커머스 모두 바쁨 ,"320,000",262500,21.9,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644071
2025-10-14,기아,000270, 버티면 이긴다 버티면 이긴다 버티면 이긴다 ,"125,000",114000,9.65,매수,"윤혁진,박준형",SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644069
2025-10-14,LG전자,066570, 어려운 환경에서 호실적 어려운 환경에서 호실적 어려운 환경에서 호실적 ,"95,000",86400,9.95,Buy,고의영,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=066570&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644061
2025-10-14,LG에너지솔루션,373220, 내년부터 ESS 부문이 이끄는 본격적인 실적 회복세 내년부터 ESS 부문이 이끄는 본격적인 실적 회복세 내년부터 ESS 부문이 이끄는 본격적인 실적 회복세 ,"450,000",425500,5.76,Buy,정원석,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644060
2025-10-14,산일전기,062040, 3Q25 영업실적 컨센서스 부합 전망 3Q25 영업실적 컨센서스 부합 전망 3Q25 영업실적 컨센서스 부합 전망 ,"150,000",132300,13.38,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=062040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644059
2025-10-14,한국항공우주,047810, 3Q25 Preview 아쉬운 실적 속 분명한 성장 방향성 3Q25 Preview 아쉬운 실적 속 분명한 성장 방향성 3Q25 Preview 아쉬운 실적 속 분명한 성장 방향성 ,"124,000",106600,16.32,Buy,최정환,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=047810&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644057
2025-10-14,LG에너지솔루션,373220, 3분기 잠정 실적 미국 EV vs 미국 ESS 3분기 잠정 실적 미국 EV vs 미국 ESS 3분기 잠정 실적 미국 EV vs 미국 ESS ,"307,000",425500,-27.85,Hold,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644055
2025-10-14,크래프톤,259960, 좋은 실적을 기대 떨어지는 트래픽을 걱정 좋은 실적을 기대 떨어지는 트래픽을 걱정 좋은 실적을 기대 떨어지는 트래픽을 걱정 ,"460,000",253000,81.82,Buy,정의훈,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644054
2025-10-14,LG에너지솔루션,373220, 3Q25 잠정 실적 리뷰 3Q25 잠정 실적 리뷰 3Q25 잠정 실적 리뷰 ,"430,000",425500,1.06,Buy,황성현,유진투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=373220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644052
2025-10-13,티엘비,356860, 꺼지지 않는 불꽃 꺼지지 않는 불꽃 P 상승 이 여는 메모리 업사이클의 중심 적정주가 70 000원으로 상향 일반 서버 수요 반등에 따른 수혜 강도에 주목 Feat BVH 공법 ,"70,000",62400,12.18,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=356860&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644047
2025-10-13,CJ ENM,035760, 예상보단 다소 더디게 회복 중 예상보단 다소 더디게 회복 중 3Q25 Preview 시장 컨센서스 하회 전망 2025년 연결 영업이익 1 110억원 6 2 YoY 전망 ,"90,000",64500,39.53,Buy,정지수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035760&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644031
2025-10-13,현대글로비스,086280, 3Q25 Preview 관세 공급망 재편에도 끄떡없는 이익 개선 3Q25 Preview 관세 공급망 재편에도 끄떡없는 이익 개선 3Q 매출액 7 7조원 3 3 YoY 영업이익 5 221억원 11 3 YoY 관세 영향은 점진적인 해외 비중 및 비계열 확대로 대응 ,"200,000",160300,24.77,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=086280&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644030
2025-10-13,하이브,352820, 3Q 프리뷰 구간 채워둬야 할 주식 3Q 프리뷰 구간 채워둬야 할 주식 3Q25 Preview 컨센서스 큰 폭 하회 예상 그럼에도 실적이 아닌 지표 모멘텀에 투자해야할 시기 ,"360,000",292000,23.29,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=352820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644029
2025-10-13,와이지엔터테인먼트,122870, 3분기 역대급의 실적 3분기 역대급의 실적 3Q25 Preview 영업이익 350억원 역대급의 실적 확인 베이비몬스터의 강력한 성장이 내년 관전 포인트 ,"130,000",60700,114.17,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=122870&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644027
2025-10-13,JYP Ent.,035900, JYP Ent 3분기까지 스키즈 레버리지 효과 확인 JYP Ent 3분기까지 스키즈 레버리지 효과 확인 3Q25 Preview 영업이익 컨센서스 부합 추정 4분기에는 스키즈 트와이스 엔믹스 ,"100,000",66300,50.83,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035900&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644026
2025-10-13,DL이앤씨,375500, 다시 낮아진 주가 반등에 무게 다시 낮아진 주가 반등에 무게 3Q25 Preview 영업이익 시장 기대치 부합 예상 ,"62,000",39200,58.16,Buy,송유림,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=375500&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644025
2025-10-13,현대차,005380, 시계 제로 시계 제로 시계 제로 ,"270,000",259500,4.05,매수,"윤혁진,박준형",SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644021
2025-10-13,LS ELECTRIC,010120, 3Q25 영업실적 당사 및 컨센서스 전망치 부합 전망 3Q25 영업실적 당사 및 컨센서스 전망치 부합 전망 3Q25 영업실적 당사 및 컨센서스 전망치 부합 전망 ,"370,000",441000,-16.1,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010120&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644013
2025-10-13,LG화학,051910, LG에너지솔루션 약 2 5 PRS 발행 LG에너지솔루션 약 2 5 PRS 발행 LG에너지솔루션 약 2 5 PRS 발행 ,"241,000",367000,-34.33,Hold,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051910&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644012
2025-10-10,현대모비스,012330, 3Q25 Preview 관세 영향에도 안정적 3Q25 Preview 관세 영향에도 안정적 3Q 매출액 15 9조원 13 7 YoY 영업이익 8 803억원 3 1 YoY 관세 영향에도 안정적 수익성 리커버리 효과는 4Q로 ,"360,000",296000,21.62,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012330&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644006
2025-10-10,삼성중공업,010140, LNGC FLNG의 본격적인 수주가 시작된다 LNGC FLNG의 본격적인 수주가 시작된다 LNGC FLNG의 본격적인 수주가 시작된다 ,"29,000",25350,14.4,매수,한승한,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=010140&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=644000
2025-10-10,LS에코에너지,229640, 3Q25 실적은 숨고르기 예상하나 중장기 잠재력 유효 3Q25 실적은 숨고르기 예상하나 중장기 잠재력 유효 3Q25 실적은 숨고르기 예상하나 중장기 잠재력 유효 ,"48,000",34750,38.13,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=229640&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643995
2025-10-10,HD현대일렉트릭,267260, 3Q25 실적 당사 전망치 다소 초과 전망 3Q25 실적 당사 전망치 다소 초과 전망 3Q25 실적 당사 전망치 다소 초과 전망 ,"800,000",751000,6.52,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=267260&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643994
2025-10-02,현대차,005380, 3Q25 Preview 관세받고 배당 매력도와 시장 점유율 확대 3Q25 Preview 관세받고 배당 매력도와 시장 점유율 확대 3Q25 매출액 45 3조원 5 6 YoY 영업이익 2 1조원 41 2 YoY 전망 3Q 관세 영향 1 5조원 3Q 매출 대비 3 3 추정 ,"270,000",259500,4.05,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643985
2025-10-02,롯데관광개발,032350, 비수기를 몰랐던 9월 그리고 10월에 쌓이는 기대 비수기를 몰랐던 9월 그리고 10월에 쌓이는 기대 9월 모든 지표 역대 최고치 경신 JDT에 비수기는 없고 실적은 더욱 가파르게 올라갈 것 ,"28,000",21950,27.56,Buy,박수영,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=032350&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643981
2025-10-02,기아,000270, 3Q25 Review 관세받고 배당 매력도와 xEV 물량 확대 3Q25 Review 관세받고 배당 매력도와 xEV 물량 확대 3Q 매출액 28 6조원 7 8 YoY 영업이익 1 7조원 41 0 YoY 전망 3Q 관세 영향 1 2조원 3Q 매출 대비 4 3 추정 ,"125,000",114000,9.65,Buy,김성래,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000270&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643979
2025-10-02,CJ제일제당,097950, CJ피드앤케어 지분 매각 Comment CJ피드앤케어 지분 매각 Comment 이번엔 진짜네요 일부는 매수인에 유리한 조건이나 ,"250,000",218000,14.68,Hold,한유정,한화투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=097950&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643977
2025-10-02,두산,000150, 외부 요인에 가려진 AI CCL 슈퍼사이클 외부 요인에 가려진 AI CCL 슈퍼사이클 3Q25 Preview 무난한 3분기 기대되는 4분기 AI 확산과 함께 확대되는 동사 CCL 수요 Feat CPX 중국 Kyber 랙 ,"850,000",855000,-0.58,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000150&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643969
2025-10-02,대덕전자,353200, 다양성이 약점에서 강점으로 다양성이 약점에서 강점으로 3Q25 Preview 모두다 기대 이상 2026년 Preview 삼위일체 ,"34,000",47350,-28.19,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=353200&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643968
2025-10-02,LG화학,051910, 자회사 지분 담보로 유동성 확보 자회사 지분 담보로 유동성 확보 Event View ,0,367000,,N/A,노우호,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=051910&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643966
2025-10-02,KCC,002380, 3분기 Preview 및 공시 내용 점검 3분기 Preview 및 공시 내용 점검 3분기 Preview 및 공시 내용 점검 ,"587,000",400500,46.57,Buy,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=002380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643960
2025-10-02,효성중공업,298040, 중공업부문 중심 실적호조 지속 중공업부문 중심 실적호조 지속 중공업부문 중심 실적호조 지속 ,"1,800,000",1910000,-5.76,Buy,성종화,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=298040&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643958
2025-10-02,팬오션,028670, 3Q25 Pre 시황 대비 보수적인 실적 3Q25 Pre 시황 대비 보수적인 실적 3Q25 Pre 시황 대비 보수적인 실적 ,"5,800",3750,54.67,Buy,배세호,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=028670&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643955
2025-10-01,크래프톤,259960, 걱정없는 실적 걱정없는 실적 걱정없는 실적 ,"450,000",253000,77.87,매수,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=259960&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643945
2025-10-01,샘씨엔에스,252990, ProbeCard 공급 증가 세라믹 STF 고성장 ProbeCard 공급 증가 세라믹 STF 고성장 ProbeCard 공급 증가 세라믹 STF 고성장 ,0,6290,,NotRated,정홍식,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=252990&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643941
2025-10-01,SK하이닉스,000660, FY26에도실적개선세가예상되나HBM4 경쟁심화가능성은우려요인 FY26에도실적개선세가예상되나HBM4 경쟁심화가능성은우려요인 FY26에도실적개선세가예상되나HBM4 경쟁심화가능성은우려요인 ,"420,000",521000,-19.39,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643938
2025-10-01,삼성전자,005930, HBM4성공시 Val 회복과실적대폭개선예상 HBM4성공시 Val 회복과실적대폭개선예상 HBM4성공시 Val 회복과실적대폭개선예상 ,"106,000",94800,11.81,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005930&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643935
2025-09-30,코스맥스,192820, 3Q 영업이익 컨센 하회 전망 3Q 영업이익 컨센 하회 전망 3Q 영업이익 컨센 하회 전망 ,"288,000",174100,65.42,Buy,"이승은,김도엽",유안타증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=192820&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643920
2025-09-30,LG이노텍,011070, 단기는 안도감에서 지속성은 수익성에서 단기는 안도감에서 지속성은 수익성에서 단기는 안도감에서 지속성은 수익성에서 ,"220,000",231000,-4.76,Buy,"양승수,우서현",메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=011070&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643912
2025-09-30,한미약품,128940, 경구 제형 전환 핵심 물질 길리어드와 계약 경구 제형 전환 핵심 물질 길리어드와 계약 경구 제형 전환 핵심 물질 길리어드와 계약 ,0,445500,,투자의견없음,정이수,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=128940&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643904
2025-09-30,에이피알,278470, 신고가가 당연한 실적 흐름 신고가가 당연한 실적 흐름 신고가가 당연한 실적 흐름 ,"300,000",238000,26.05,Buy,조은애,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=278470&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643902
2025-09-30,더존비즈온,012510, 지배구조 변화에 대해 정해진 건 없지만 지배구조 변화에 대해 정해진 건 없지만 지배구조 변화에 대해 정해진 건 없지만 ,0,93800,,NotRated,정우성,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=012510&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643899
2025-09-29,LG디스플레이,034220, 올해뿐 아니라 내년까지 볼 수 있는 기업 올해뿐 아니라 내년까지 볼 수 있는 기업 올해뿐 아니라 내년까지 볼 수 있는 기업 ,"16,500",12150,35.8,매수,권민규,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=034220&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643891
2025-09-26,NAVER,035420, 두나무 오픈AI 메타 두나무 오픈AI 메타 두나무 네이버그룹 안으로 로빈훗 스테이블코인의 결제 영역까지 확장 가능 ,0,262500,,N/A,이효진,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035420&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643880
2025-09-25,이수페타시스,007660, Scale Out 을 넘어 Scale Up의 주연으로 Scale Out 을 넘어 Scale Up의 주연으로 3Q25E Preview 분기 영업이익 500억원대로 진입 Scale Out을 넘어 Scale Up의 주연으로 ,"89,000",122100,-27.11,Buy,양승수,메리츠증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=007660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643870
2025-09-25,카카오,035720, 큰 변화에 따른 가능성 확인 큰 변화에 따른 가능성 확인 큰 변화에 따른 가능성 확인 ,0,58700,,투자의견없음,남효지,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=035720&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643864
2025-09-25,KCC,002380, 자사주 EB 발행 Korea Discount의 단면 자사주 EB 발행 Korea Discount의 단면 자사주 EB 발행 Korea Discount의 단면 ,"460,000",400500,14.86,Buy,정경희,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=002380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643861
2025-09-25,한온시스템,018880, 9 000억 유상증자 결정 남아있는 과제들 9 000억 유상증자 결정 남아있는 과제들 9 000억 유상증자 결정 남아있는 과제들 ,"3,800",3535,7.5,Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=018880&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643860
2025-09-25,이오테크닉스,039030, 신규 레이저 장비 성과 현실화 단계 진입 신규 레이저 장비 성과 현실화 단계 진입 신규 레이저 장비 성과 현실화 단계 진입 ,"300,000",248000,20.97,Buy,송명섭,iM증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=039030&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643858
2025-09-24,아모레퍼시픽,090430, 폼 돌아오는 중 폼 돌아오는 중 폼 돌아오는 중 ,"150,000",134400,11.61,매수,형권훈,SK증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=090430&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643857
2025-09-24,KT&G,033780, KT G 신사업 진출과 추가 주주환원 KT G 신사업 진출과 추가 주주환원 신사업 진출과 추가 주주환원 ,"185,000",145600,27.06,Buy,박성호,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=033780&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643854
2025-09-24,현대차,005380, 미국 산업시찰 후기 미국 산업시찰 후기 미국 산업시찰 후기 ,"300,000",259500,15.61,Buy,이병근,LS증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=005380&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643853
2025-09-23,SK하이닉스,000660, 3분기 NAND 순풍 3분기 NAND 순풍 3분기 NAND 순풍 ,"450,000",521000,-13.63,매수,김운호,IBK투자증권,https://comp.kisline.com/hi/HI0100M010GE.nice?stockcd=000660&nav=1,https://consensus.hankyung.com/analysis/downpdf?report_idx=643832
